AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
65312,1277095,04/01/2019,06/29/2021,Nursing Home,GROVES CENTER,512 S 11TH ST,,LAKE WALES,FL,33853-4901,Polk,(863) 676-8502,512 S 11TH ST,,LAKE WALES,FL,33853-4901,Polk,LICENSED,GROVES REHABILITATION CENTER  LLC,04/01/2009,GWENDOLYN D. WALLS,120,Not-For-Profit,www.thegrovescenter.com
74806,1186096,06/01/2020,05/31/2022,Nursing Home,GUARDIAN CARE NURSING & REHABILITATION CENTER,2500 W CHURCH STREET,,ORLANDO,FL,32805,Orange,(407) 295-5371,2500 W CHURCH STREET,,ORLANDO,FL,32805,Orange,LICENSED,GUARDIAN CARE  INC,12/16/1991,ELOISE ABRAHAMS,120,Not-For-Profit,www.guardiancarenursing.com
20302,11870961,02/01/2020,01/31/2022,Nursing Home,GULF COAST REHABILITATION CNTER INC,1937 JENKS AVE,,PANAMA CITY,FL,32405-4510,Bay,(850) 769-7686,1937 JENKS AVE,,PANAMA CITY,FL,32405-4510,Bay,INACTIVE,GULF COAST REHABILITATION CENTER INC,02/01/2020,VICKI L BROWN,120,For-Profit,www.consulatehealthcare.com
83616,1188096,05/01/2020,04/30/2022,Nursing Home,GULF COAST VILLAGE,1333 SANTA BARBARA BLVD,,CAPE CORAL,FL,33991,Lee,(239) 573-1166,1660 DUKE ST,,ALEXANDRIA,VA,22314-3473,,LICENSED,GULF CARE  INC.,02/14/1997,LAURA NOBLE,105,Not-For-Profit,www.gulfcoastvillage.com
35960917,130470981,12/01/2019,02/28/2022,Nursing Home,GULF SHORE CARE CENTER,6767 86TH AVE N,,PINELLAS PARK,FL,33782,Pinellas,(727) 548-5566,6767 86TH AVE N,,PINELLAS PARK,FL,33782,Pinellas,LICENSED,GULF SHORE FACILITY INC,12/01/2015,LOUISE E. MERRICK,120,For-Profit,www.gulfshorecc.com
55239,14320962,03/01/2019,05/29/2021,Nursing Home,GULFPORT REHABILITATION CENTER,1430 PASADENA AVE S,,SOUTH PASADENA,FL,33707,Pinellas,(727) 344-8525,12201 BLUEGRASS PKWY,ATTN LICENSURE,LOUISVILLE,KY,40299-2361,,LICENSED,LP ST PETERSBURG PASADENA LLC,02/12/2013,AMY RILEY,126,For-Profit,http://gulfportrehabilitation.com/
62914,15500962,02/01/2020,05/01/2022,Nursing Home,HABANA HEALTH CARE CENTER,2916 HABANA WAY,,TAMPA,FL,33614,Hillsborough,(813) 876-5141,2916 HABANA WAY,,TAMPA,FL,33614,Hillsborough,LICENSED,2916 HABANA WAY OPERATIONS LLC,02/01/2012,TIFFANY M ROSS,150,For-Profit,www.consulatehealthcare.com
65305,1190095,08/01/2019,10/29/2021,Nursing Home,HAINES CITY REHABILITATION AND NURSING CENTER,409 S 10TH ST,,HAINES CITY,FL,33844-5603,Polk,(863) 422-8656,409 S 10TH ST,,HAINES CITY,FL,33844-5603,Polk,LICENSED,HAINES CITY REHAB  LLC,08/01/2019,CARA SPADOLA,120,For-Profit,www.hainescityhealthcare.com
95029,1474095,11/30/2019,02/27/2022,Nursing Home,HAMLIN PLACE OF BOYNTON BEACH,2180 HYPOLUXO ROAD,,LANTANA,FL,33462,Palm Beach,(561) 582-3000,2180 HYPOLUXO ROAD,,LANTANA,FL,33462,Palm Beach,LICENSED,HAMLIN TERRACE FOUNDATION,11/30/2002,ELLEN ALPEREN,120,Not-For-Profit,www.hamlinplace.com
111352,11930952,11/01/2019,01/29/2022,Nursing Home,HAMPTON COURT NURSING AND REHABILITATION CENTER,16100 NW 2ND AVENUE,,NORTH MIAMI BEACH,FL,33169,Miami-Dade,(305) 354-8800,16100 NW 2ND AVENUE,,NORTH MIAMI BEACH,FL,33169,Miami-Dade,LICENSED,HAMPTON COURT NURSING CENTER  LLC,11/01/2007,LYNN GRANATA,120,For-Profit,
100610,11940963,02/01/2020,05/01/2022,Nursing Home,HARBOR BEACH NURSING AND REHABILITATION CENTER,1615 MIAMI RD,,FT LAUDERDALE,FL,33316-2933,Broward,(954) 523-5673,1615 MIAMI RD,,FT LAUDERDALE,FL,33316-2933,Broward,LICENSED,1615 MIAMI ROAD OPERATIONS LLC,02/01/2012,KARINA D ORDAZ,59,For-Profit,www.consulatehealthcare.com
35960921,130470984,09/25/2019,12/23/2021,Nursing Home,HARBORCHASE OF NAPLES,7801 AIRPORT PULLING ROAD N,,NAPLES,FL,34109,Collier,(239) 566-8077,7801 AIRPORT PULLING ROAD N,,NAPLES,FL,34109,Collier,LICENSED,PRIME CARE ONE  LLC,01/01/2004,WALLACE DANDY,40,For-Profit,www.harborchase.com
35960898,130470962,09/25/2019,12/23/2021,Nursing Home,HARBORCHASE OF VENICE,950 PINEBROOK ROAD,,VENICE,FL,34285-7147,Sarasota,(941) 484-8801,950 PINEBROOK ROAD,,VENICE,FL,34285,Sarasota,LICENSED,PRIME CARE ONE  LLC,11/26/1996,RENEE DELMONICO,45,For-Profit,www.harborchase.com
80805,1504096,08/29/2018,11/26/2020,Nursing Home,HARBOUR HEALTH CENTER,23013 WESTCHESTER BLVD,,PORT CHARLOTTE,FL,33980,Charlotte,(941) 625-1220,23013 WESTCHESTER BLVD,,PORT CHARLOTTE,FL,33980,Charlotte,LICENSED,CCRC SOUTH PORT SQUARE LLC,08/29/2014,TAMARAH DICUS-WILBERT,120,Not-For-Profit,www.brookdale.com
95050,1195096,09/05/2018,10/06/2020,Nursing Home,HARBOUR'S EDGE,401 E LINTON BLVD,,DELRAY BEACH,FL,33483,Palm Beach,(561) 272-7979,401 E LINTON BLVD,,DELRAY BEACH,FL,33483,Palm Beach,LICENSED,LIFESPACE COMMUNITIES INC,05/18/2010,CAMERON GORDON-FORBES,54,Not-For-Profit,www.harboursedge.com
35960855,1651096,08/13/2019,01/29/2021,Nursing Home,HARBOURWOOD CARE CENTER,549 SKY HARBOR DR,BLDG 31,CLEARWATER,FL,33759,Pinellas,(727) 724-6800,549 SKY HARBOR DR,BLDG 31,CLEARWATER,FL,33759,Pinellas,LICENSED,HARBOURWOOD FACILITY INC,11/01/2018,SPENCER S STEFFY,120,Not-For-Profit,
62501,1196096,09/01/2018,11/29/2020,Nursing Home,HARDEE MANOR HEALTHCARE CENTER,401 ORANGE PLACE,,WAUCHULA,FL,33873,Hardee,(863) 773-3231,401 ORANGE PLACE,,WAUCHULA,FL,33873,Hardee,LICENSED,DIVERSICARE LEASING CORP,05/10/1994,ELIZABETH ANN CARROLL,79,For-Profit,HardeeManorHealthcare.com
111314,1249095,05/13/2019,08/10/2021,Nursing Home,HARMONY HEALTH CENTER,9820 N KENDALL DRIVE,,MIAMI,FL,33176,Miami-Dade,(305) 271-6311,9820 N KENDALL DRIVE,,MIAMI,FL,33176,Miami-Dade,LICENSED,HARMONY HEALTH OPCO  LLC,05/13/2019,GENELLY NUNEZ,203,For-Profit,
41620,15640961,02/01/2020,05/01/2022,Nursing Home,HARTS HARBOR HEALTH CARE CENTER,11565 HARTS RD,,JACKSONVILLE,FL,32218-3777,Duval,(904) 751-1834,11565 HARTS RD,,JACKSONVILLE,FL,32218-3777,Duval,LICENSED,11565 HARTS ROAD OPERATIONS LLC,02/01/2012,ANTHONY J  RIMMER,180,For-Profit,www.consulatehealthcare.com
11705,11970951,09/29/2020,09/28/2022,Nursing Home,HAVEN OF OUR LADY OF PEACE,1900 SUMMIT BOULEVARD,,PENSACOLA,FL,32503,Escambia,(850) 436-5900,1900 SUMMIT BOULEVARD,,PENSACOLA,FL,32503,Escambia,LICENSED,HAVEN OF OUR LADY OF PEACE  INC.,07/01/2000,MARTHA I PEREZ,120,Not-For-Profit,www.sacred-heart.org
62933,16310961,12/01/2019,02/28/2022,Nursing Home,HAWTHORNE HEALTH AND REHAB OF BRANDON,851 WEST LUMSDEN RD,,BRANDON,FL,33511,Hillsborough,(813) 661-8998,851 WEST LUMSDEN RD,,BRANDON,FL,33511,Hillsborough,LICENSED,SECOND FLORIDA LIVING OPTIONS  LLC,12/01/2001,ALVIN J BARRINER,132,Not-For-Profit,www.hawthornevillageofbrandon.com
34206,1541096,12/07/2019,03/06/2022,Nursing Home,HAWTHORNE HEALTH AND REHAB OF OCALA,4100 SW 33RD AVE,,OCALA,FL,34474,Marion,(352) 237-7776,4100 SW 33RD AVE,,OCALA,FL,34474,Marion,LICENSED,FIRST FLORIDA LIVING OPTIONS  LLC,12/07/2001,AARON M COPPOLA,120,Not-For-Profit,www.hawthornevillageofocala.com
35961031,130471051,11/12/2018,04/14/2021,Nursing Home,HAWTHORNE HEALTH AND REHAB OF SARASOTA,5381 DESOTO ROAD,,SARASOTA,FL,34235,Sarasota,(941) 355-6111,5381 DESOTO ROAD,,SARASOTA,FL,34235,Sarasota,LICENSED,SEVENTH FLORIDA LIVING OPTIONS LLC,01/15/2013,JOHN RICHARDS,120,Not-For-Profit,www.hawthornevillageofsarasota.com
55218,11260961,02/01/2020,05/01/2022,Nursing Home,HEALTH AND REHABILITATION CENTRE AT DOLPHINS VIEW,1820 SHORE DR S,,SOUTH PASADENA,FL,33707,Pinellas,(727) 384-9300,1820 SHORE DR S,,SOUTH PASADENA,FL,33707,Pinellas,LICENSED,1820 SHORE DRIVE OPERATIONS LLC,02/01/2012,JEFFREY P COMANDINI,58,For-Profit,www.consulatehealthcare.com
30903,1200096,12/27/2019,05/01/2022,Nursing Home,HEALTH CENTER AT BRENTWOOD,2333 N BRENTWOOD CIR,,LECANTO,FL,34461-8536,Citrus,(352) 746-6600,2333 N BRENTWOOD CIR,,LECANTO,FL,34461-8536,Citrus,LICENSED,2333 NORTH BRENTWOOD CIRCLE OPERATIONS LLC,02/01/2012,CANDY GAIL PEDERSEN,120,For-Profit,www.consulatehealthcare.com
35961047,130471058,10/28/2018,01/25/2021,Nursing Home,HEALTH CENTER AT SINAI RESIDENCES,21044 95TH AVENUE SOUTH,,BOCA RATON,FL,33428,Palm Beach,(561) 609-4041,21044 95TH AVENUE SOUTH,,BOCA RATON,FL,33428,Palm Beach,LICENSED,FEDERATION CCRC OPERATIONS CORP.,10/28/2016,JAY D. MIKOSCH,60,Not-For-Profit,https://www.sinairesidences.com/
74814,15940961,02/27/2020,06/29/2022,Nursing Home,HEALTH CENTRAL PARK,411 N DILLARD ST,,WINTER GARDEN,FL,34787-2816,Orange,(407) 296-1600,411 N DILLARD ST,,WINTER GARDEN,FL,34787-2816,Orange,LICENSED,ORLANDO HEALTH CENTRAL  INC,04/01/2012,ANDRE HANDY MERVIL-LAMOUR,118,Not-For-Profit,https://www.orlandohealth.com/facilities/health-central-park
75906,1232096,07/01/2020,06/30/2022,Nursing Home,HEALTHCARE AND REHAB OF SANFORD,950 MELLONVILLE AVE,,SANFORD,FL,32771,Seminole,(407) 322-8566,950 MELLONVILLE AVE,,SANFORD,FL,32771,Seminole,LICENSED,FI - SANFORD REHAB LLC,07/01/2003,SHARI A TIBERI,114,Not-For-Profit,www.healthcareandrehabofsanford.com
41608,1132096,12/01/2019,02/28/2022,Nursing Home,HEALTHCARE CENTER OF JACKSONVILLE,5377 MONCRIEF ROAD,,JACKSONVILLE,FL,32209,Duval,(904) 768-1506,5377 MONCRIEF ROAD,,JACKSONVILLE,FL,32209,Duval,LICENSED,SUMMER BROOK FL SNF MANAGEMENT LLC,12/01/2019,LORI FORDHAM,120,For-Profit,
83611,1202096,10/01/2018,12/29/2020,Nursing Home,HEALTHPARK CARE CENTER,16131 ROSERUSH COURT,,FORT MYERS,FL,33908-3634,Lee,(239) 343-7300,16131 ROSERUSH COURT,,FORT MYERS,FL,33908-3634,Lee,LICENSED,HEALTHPARK CARE CENTER  INC.,10/01/1994,LESLIE VOLLMER,112,Not-For-Profit,www.leehealth.org
85821,1204096,04/01/2020,03/19/2022,Nursing Home,HEARTLAND HEALTH CARE & REHABILITATION CENTER,5401 SAWYER RD,,SARASOTA,FL,34233,Sarasota,(941) 925-3427,5401 SAWYER RD,,SARASOTA,FL,34233,Sarasota,LICENSED,HEARTLAND OF SARASOTA FL  LLC,12/20/2007,CHERYL BUTRY,140,Not-For-Profit,www.hcr-manorcare.com
95044,1628095,12/20/2019,03/19/2022,Nursing Home,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF BOCA RATON,7225 BOCA DEL MAR DRIVE,,BOCA RATON,FL,33433,Palm Beach,(561) 362-9644,7225 BOCA DEL MAR DRIVE,,BOCA RATON,FL,33433,Palm Beach,LICENSED,HEARTLAND OF BOCA RATON FL  LLC,12/20/2007,JANET DADIA,120,Not-For-Profit,www.hcr-manorcare.com
95019,1210096,12/20/2019,03/19/2022,Nursing Home,HEARTLAND HEALTH CARE CENTER - BOYNTON BEACH,3600 OLD BOYNTON ROAD,,BOYNTON BEACH,FL,33436,Palm Beach,(561) 736-9992,3600 OLD BOYNTON ROAD,,BOYNTON BEACH,FL,33436,Palm Beach,LICENSED,HEARTLAND OF BOYNTON BEACH FL  LLC,12/20/2007,RUSSELL BLACKMAN,120,Not-For-Profit,www.hcr-manorcare.com
41624,1207095,02/06/2020,12/19/2019,Nursing Home,HEARTLAND HEALTH CARE CENTER - JACKSONVILLE,8495 NORMANDY BLVD,,JACKSONVILLE,FL,32221,Duval,(904) 783-3749,8495 NORMANDY BLVD,,JACKSONVILLE,FL,32221,Duval,IN LITIGATION,HEARTLAND OF JACKSONVILLE FL  LLC,12/20/2007,AMBER GANT,120,Not-For-Profit,www.hcr-manorcare.com
85806,12640961,12/20/2019,03/19/2022,Nursing Home,HEARTLAND HEALTH CARE CENTER - NORTH SARASOTA,3250 12TH ST,,SARASOTA,FL,34237,Sarasota,(941) 365-4185,3250 12TH ST,,SARASOTA,FL,34237,Sarasota,LICENSED,KENSINGTON MANOR SARASOTA FL  LLC,12/20/2007,VERDON NICOLE,87,Not-For-Profit,www.hcr-manorcare.com
41005,1211096,02/06/2020,12/19/2019,Nursing Home,HEARTLAND HEALTH CARE CENTER - ORANGE PARK,570 WELLS RD,,ORANGE PARK,FL,32073-2999,Clay,(904) 264-3912,570 WELLS RD,,ORANGE PARK,FL,32073-2999,Clay,IN LITIGATION,HEARTLAND OF ORANGE PARK FL  LLC,12/20/2007,BENJAMIN AYUK,120,For-Profit,www.hcr-manorcare.com
95038,1212096,02/27/2020,03/19/2022,Nursing Home,HEARTLAND HEALTH CARE CENTER - PROSPERITY OAKS,11375 PROSPERITY FARMS ROAD,,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 626-9702,11375 PROSPERITY FARMS ROAD,,PALM BEACH GARDENS,FL,33410,Palm Beach,CONDITIONAL,HEARTLAND - PROSPERITY OAKS OF PALM BEACH GARDENS FL  LLC,12/20/2007,DENISE SUMMERS,120,Not-For-Profit,www.hcr-manorcare.com
41602,1310096,05/12/2020,03/19/2022,Nursing Home,HEARTLAND HEALTH CARE CENTER OF SOUTH JACKSONVILLE,3648 UNIVERSITY BLVD S,,JACKSONVILLE,FL,32216,Duval,(904) 733-7440,3648 UNIVERSITY BLVD S,,JACKSONVILLE,FL,32216,Duval,CONDITIONAL,HEARTLAND-SOUTH JACKSONVILLE OF JACKSONVILLE FL  LLC,12/20/2007,TAMMY JO CARLISLE,117,Not-For-Profit,www.hcr-manorcare.com
83610,12060961,12/20/2019,03/19/2022,Nursing Home,HEARTLAND HEALTH CARE CENTER-FT MYERS,1600 MATTHEW DRIVE,,FORT MYERS,FL,33907,Lee,(239) 275-6067,1600 MATTHEW DRIVE,,FORT MYERS,FL,33907,Lee,LICENSED,HEARTLAND OF FORT MYERS FL  LLC,12/20/2007,CHRISTOPHER M. RAYBORN,120,Not-For-Profit,www.hcr-manorcare.com
55114,12160951,02/19/2020,03/19/2022,Nursing Home,HEARTLAND OF ZEPHYRHILLS,38220 HENRY DR,,ZEPHYRHILLS,FL,33540,Pasco,(813) 788-7114,38220 HENRY DR,,ZEPHYRHILLS,FL,33540,Pasco,CONDITIONAL,HEARTLAND OF ZEPHYRHILLS FL  LLC,12/20/2007,PATTI JO ROBINSON,120,Not-For-Profit,www.hcr-manorcare.com
55103,1217096,10/01/2018,12/29/2020,Nursing Home,HEATHER HILL HEALTHCARE CENTER,6630 KENTUCKY AVE,,NEW PORT RICHEY,FL,34653,Pasco,(727) 849-6939,6630 KENTUCKY AVE,,NEW PORT RICHEY,FL,34653,Pasco,LICENSED,HEATHER HILL NURSING CENTER  LLC,05/02/2001,SHELBY SCOTT JACKSON,120,Not-For-Profit,www.heatherhillhealthcarecenter.com
81102,1224096,02/01/2020,05/01/2022,Nursing Home,HERITAGE HEALTHCARE AND REHABILITATION CENTER,777 9TH ST N,,NAPLES,FL,34102,Collier,(239) 261-8126,777 9TH ST N,,NAPLES,FL,34102,Collier,LICENSED,777 NINTH STREET NORTH OPERATIONS LLC,02/01/2012,CHRISSANDA D WALKER,97,For-Profit,www.consulatehealthcare.com
23702,12210961,03/18/2020,05/01/2022,Nursing Home,HERITAGE HEALTHCARE CENTER AT TALLAHASSEE,3101 GINGER DR,,TALLAHASSEE,FL,32308-4437,Leon,(850) 877-2177,3101 GINGER DR,,TALLAHASSEE,FL,32308-4437,Leon,LICENSED,3101 GINGER DRIVE OPERATIONS LLC,02/01/2012,JEANNA M HITTINGER,180,For-Profit,www.consulatehealthcare.com
64105,1226095,10/01/2019,01/29/2022,Nursing Home,HERITAGE PARK CARE AND REHABILITATION CENTER,2302 59TH ST W,,BRADENTON,FL,34209,Manatee,(941) 792-8480,2302 59TH ST W,,BRADENTON,FL,34209,Manatee,LICENSED,LP BRADENTON  LLC,11/01/2007,JOSHUA ENGLIN,120,For-Profit,https://www.ltcrevolution.com/
55102,1118096,12/04/2018,03/03/2021,Nursing Home,HERITAGE PARK HEALTH AND REHABILITATION CENTER,37135 COLEMAN AVE,,DADE CITY,FL,33525-4526,Pasco,(352) 567-8615,37135 COLEMAN AVE,,DADE CITY,FL,33525-4526,Pasco,LICENSED,MF HERITAGE  LLC,12/04/2008,JEFFREY GLEN WARD,120,For-Profit,
83606,1290096,04/14/2020,05/01/2022,Nursing Home,HERITAGE PARK REHABILITATION AND HEALTHCARE,2826 CLEVELAND AVE,,FORT MYERS,FL,33901-6001,Lee,(239) 334-1091,2826 CLEVELAND AVE,,FORT MYERS,FL,33901-6001,Lee,LICENSED,2826 CLEVELAND AVENUE OPERATIONS LLC,02/01/2012,DAWN STANFIELD,120,For-Profit,www.consulatehealthcare.com
32702,1137096,02/01/2020,05/01/2022,Nursing Home,HERON POINTE HEALTH AND REHABILITATION,1445 HOWELL AVE,,BROOKSVILLE,FL,34601-1502,Hernando,(352) 799-1451,1445 HOWELL AVE,,BROOKSVILLE,FL,34601-1502,Hernando,LICENSED,1445 HOWELL AVENUE OPERATIONS LLC,02/01/2012,REGINALD L ELDRIDGE,120,For-Profit,www.consulatehealthcare.com
111318,1227096,09/01/2018,11/29/2020,Nursing Home,HIALEAH NURSING AND REHABILITATION CENTER,190 W 28TH STREET,,HIALEAH,FL,33010,Miami-Dade,(305) 885-2437,190 W 28TH STREET,,HIALEAH,FL,33010,Miami-Dade,LICENSED,HIALEAH ENTERPRISE LLC,09/01/2003,EMMA DIAL,276,For-Profit,
111304,1399096,02/25/2020,05/25/2022,Nursing Home,HIALEAH SHORES NURSING AND REHAB CENTER,8785 NW 32ND AVENUE,,MIAMI,FL,33147,Miami-Dade,(305) 691-5711,8785 NW 32ND AVENUE,,MIAMI,FL,33147,Miami-Dade,LICENSED,DOS OF HIALEAH  INC.,02/25/2000,ISIS FERNANDEZ,120,For-Profit,www.doshealthcare.com
55227,12280961,07/01/2019,09/28/2021,Nursing Home,HIGHLAND PINES REHABILITATION CENTER,1111 S HIGHLAND AVE,,CLEARWATER,FL,33756,Pinellas,(727) 446-0581,1111 S HIGHLAND AVE,,CLEARWATER,FL,33756,Pinellas,LICENSED,FI HIGHLAND PINES  LLC,07/01/2003,LINDA A DAMRON,120,Not-For-Profit,highlandpineshealthandrehab.com
65315,1345096,05/01/2020,07/29/2022,Nursing Home,HIGHLANDS LAKE CENTER,4240 LAKELAND HIGHLANDS RD,,LAKELAND,FL,33813,Polk,(863) 646-8699,4240 LAKELAND HIGHLANDS RD,,LAKELAND,FL,33813,Polk,LICENSED,HIGHLANDS LAKE CENTER LLC,05/01/2003,EVERTON M SPENCER SR,179,For-Profit,www.opismr.com
100623,15840951,02/01/2020,05/01/2022,Nursing Home,HILLCREST HEALTH CARE AND REHABILITATION CENTER,4200 WASHINGTON ST,,HOLLYWOOD,FL,33021-7353,Broward,(954) 981-6300,4200 WASHINGTON ST,,HOLLYWOOD,FL,33021-7353,Broward,LICENSED,4200 WASHINGTON STREET OPERATIONS LLC,02/01/2012,CARLOS A VANEGAS,240,For-Profit,www.consulatehealthcare.com
62936,12400962,08/11/2017,02/28/2017,Nursing Home,HOME ASSOCIATION  THE,1203 E 22ND AVE,,TAMPA,FL,33605,Hillsborough,(813) 229-6901,1203 E 22ND AVE,,TAMPA,FL,33605,Hillsborough,IN LITIGATION,THE BRIDGES NURSING AND REHABILITATION  LLC,03/01/2009,TIMOTHY SHANKS,96,Not-For-Profit,www.thehomeassociation.org
111319,12410952,11/01/2019,01/29/2022,Nursing Home,HOMESTEAD MANOR A PALACE COMMUNITY,1330 NW 1ST AVE,,HOMESTEAD,FL,33030,Miami-Dade,(305) 248-0271,1330 NW 1ST AVE,,HOMESTEAD,FL,33030,Miami-Dade,LICENSED,HELEN HOMES OF SOUTH DADE LLC,11/01/2011,OSAMA SALEH,88,For-Profit,www.homesteadmanor.com
35960916,130470987,10/01/2018,12/29/2020,Nursing Home,HUNTERS CREEK NURSING AND REHAB CENTER,14155 TOWN LOOP BLVD,,ORLANDO,FL,32837,Orange,(407) 541-2600,14155 TOWN LOOP BLVD,,ORLANDO,FL,32837,Orange,LICENSED,SOVEREIGN HEALTHCARE OF ORLANDO  LLC,10/01/2003,BRIAN OUELLETTE,116,For-Profit,www.hunterscreekrehab.com
70501,10030961,02/01/2020,05/01/2022,Nursing Home,HUNTINGTON PLACE,1775 HUNTINGTON LANE,,ROCKLEDGE,FL,32955,Brevard,(321) 632-7341,1775 HUNTINGTON LANE,,ROCKLEDGE,FL,32955,Brevard,LICENSED,HUNTINGTON PLACE LIMITED PARTNERSHIP,05/04/1995,JESSICA PIERRE,100,For-Profit,www.genesishcc.com
70513,1348096,05/01/2020,04/30/2022,Nursing Home,INDIAN RIVER CENTER,7201 GREENBORO DR,,WEST MELBOURNE,FL,32904,Brevard,(321) 727-0990,7201 GREENBORO DRIVE,,WEST MELBOURNE,FL,32904,Brevard,LICENSED,INDIAN RIVER CENTER  LLC,05/01/2003,DELBERT WHITING,179,For-Profit,www.opismr.com
46421,1248096,01/01/2020,03/31/2022,Nursing Home,INDIGO MANOR,595 N WILLIAMSON BLVD,,DAYTONA BEACH,FL,32114,Volusia,(386) 257-4400,595 N WILLIAMSON BLVD,,DAYTONA BEACH,FL,32114,Volusia,LICENSED,ALLIANCE FOUNDATION OF FLORIDA  INC.,01/01/2001,RANDOLPH L KERNON,173,Not-For-Profit,www.indigomanor.com
64112,1168096,08/29/2018,11/26/2020,Nursing Home,INN AT FREEDOM VILLAGE  THE,6410 21ST AVE W,,BRADENTON,FL,34209,Manatee,(941) 798-8200,6410 21ST AVE W,,BRADENTON,FL,34209,Manatee,LICENSED,CCRC OPCO-BRADENTON LLC,08/29/2014,STEVEN LEVATO,120,For-Profit,https://fvbradenton.com/
35910176,16370968,01/01/2020,03/31/2022,Nursing Home,INN AT SARASOTA BAY CLUB,1303 NORTH TAMIAMI TRAIL,,SARASOTA,FL,34236,Sarasota,(941) 953-6949,1303 NORTH TAMIAMI TRAIL,,SARASOTA,FL,34236,Sarasota,LICENSED,GULF COAST HEALTH CARE  INC.,10/07/1996,CAROL THIBEAUT,44,For-Profit,https//www.sarasotabayclub.net/welcome-to-the-inn-at-sarasota-bay-club
70506,1349096,02/01/2020,05/01/2022,Nursing Home,ISLAND HEALTH AND REHABILITATION CENTER,125 ALMA BLVD,,MERRITT IS,FL,32953-4345,Brevard,(321) 453-0202,125 ALMA BLVD,,MERRITT IS,FL,32953-4345,Brevard,LICENSED,125 ALMA BOULEVARD OPERATIONS LLC,02/01/2012,JESSICA N WINTON,120,For-Profit,www.consulatehealthcare.com
75907,13460963,05/01/2020,04/30/2022,Nursing Home,ISLAND LAKE CENTER,155 LANDOVER PLACE,,LONGWOOD,FL,32750,Seminole,(407) 830-7744,155 LANDOVER PLACE,,LONGWOOD,FL,32750,Seminole,LICENSED,ISLAND LAKE CENTER  LLC,05/01/2003,STEPHANIE NORSEN,120,For-Profit,www.opismr.com
35961006,130471035,07/01/2018,09/28/2020,Nursing Home,ISLE HEALTH & REHABILITATION CENTER,1125 FLEMING PLANTATION BLVD,,ORANGE PARK,FL,32003,Clay,9045413500,1125 FLEMING PLANTATION BLVD,,ORANGE PARK,FL,32003,Clay,LICENSED,ISLE HEALTH NH LLC,07/01/2014,TARA M ASBELL,108,For-Profit,www.greystonehealth.com
55229,1252096,10/15/2018,01/12/2021,Nursing Home,JACARANDA MANOR,4250 66TH ST N,,SAINT PETERSBURG,FL,33709,Pinellas,(727) 546-2405,4250 66TH ST N,,SAINT PETERSBURG,FL,33709,Pinellas,LICENSED,ST PETERSBURG NURSING HOME LLC,10/15/2004,JONATHAN W. BRADFORD,299,For-Profit,
111320,1243096,05/01/2020,07/29/2022,Nursing Home,JACKSON MEMORIAL LONG TERM CARE CENTER,2500 NW 22ND AVE,,MIAMI,FL,33142,Miami-Dade,(786) 466-3000,2500 NW 22ND AVE,,MIAMI,FL,33142,Miami-Dade,LICENSED,PUBLIC HEALTH TRUST OF MIAMI-DADE COUNTY,04/25/1992,MARIA N. MAYOR,180,Not-For-Profit,www.JacksonHealth.org
111333,1435096,06/01/2020,08/29/2022,Nursing Home,JACKSON MEMORIAL PERDUE MEDICAL CENTER,19590 OLD CUTLER ROAD,,CUTLER RIDGE,FL,33157,Miami-Dade,(786) 466-3500,19590 OLD CUTLER ROAD,,CUTLER RIDGE,FL,33157,Miami-Dade,LICENSED,PUBLIC HEALTH TRUST OF MIAMI-DADE COUNTY,01/01/1995,KARIN DIPIERO,163,Not-For-Profit,
111322,1255096,01/01/2020,03/31/2022,Nursing Home,JACKSON PLAZA NURSING AND REHABILITATION CENTER,1861 NW 8TH AVENUE,,MIAMI,FL,33136,Miami-Dade,(305) 347-3380,1861 NW 8TH AVENUE,,MIAMI,FL,33136,Miami-Dade,LICENSED,JACKSON PLAZA  INC.,01/01/2002,SARAH PANA,120,Not-For-Profit,www.plazahealth.org
41626,13500963,10/01/2018,12/29/2020,Nursing Home,JACKSONVILLE NURSING AND REHAB CENTER,4134 DUNN AVENUE,,JACKSONVILLE,FL,32218,Duval,(904) 766-2297,4134 DUNN AVENUE,,JACKSONVILLE,FL,32218,Duval,LICENSED,SOVEREIGN HEALTHCARE OF JACKSONVILLE  LLC,10/01/2003,GLENFORD WRIGHT,163,For-Profit,www.jacksonvillerehab.com
100640,1258096,10/01/2018,12/29/2020,Nursing Home,JOHN KNOX VILLAGE OF POMPANO BEACH,700 SW 4TH STREET,,POMPANO BEACH,FL,33060,Broward,(954) 247-5802,700 SW 4TH STREET,,POMPANO BEACH,FL,33060,Broward,LICENSED,JOHN KNOX VILLAGE OF FLORIDA  INC.,06/13/1997,MARK D. RAYNER,194,Not-For-Profit,www.johnknoxvillage.com
